# final state angular momentum:   1
# broadening parameter (in eV):   0.800000000000    
# absorbing atom type:   1
# Energy (eV)   sigma
   23.79379379    0.07703140
   23.83383383    0.07668414
   23.87387387    0.07630361
   23.91391391    0.07589517
   23.95395395    0.07546326
   23.99399399    0.07501122
   24.03403403    0.07454113
   24.07407407    0.07405374
   24.11411411    0.07354873
   24.15415415    0.07302516
   24.19419419    0.07248158
   24.23423423    0.07191672
   24.27427427    0.07132948
   24.31431431    0.07071944
   24.35435435    0.07008690
   24.39439439    0.06943278
   24.43443443    0.06875863
   24.47447447    0.06806615
   24.51451451    0.06735706
   24.55455455    0.06663260
   24.59459459    0.06589340
   24.63463463    0.06513903
   24.67467467    0.06436817
   24.71471471    0.06357823
   24.75475475    0.06276589
   24.79479479    0.06192709
   24.83483483    0.06105745
   24.87487487    0.06015277
   24.91491491    0.05920927
   24.95495495    0.05822426
   24.99499499    0.05719638
   25.03503504    0.05612595
   25.07507508    0.05501494
   25.11511512    0.05386722
   25.15515516    0.05268817
   25.19519520    0.05148467
   25.23523524    0.05026461
   25.27527528    0.04903657
   25.31531532    0.04780946
   25.35535536    0.04659200
   25.39539540    0.04539261
   25.43543544    0.04421910
   25.47547548    0.04307847
   25.51551552    0.04197670
   25.55555556    0.04091891
   25.59559560    0.03990919
   25.63563564    0.03895068
   25.67567568    0.03804568
   25.71571572    0.03719568
   25.75575576    0.03640150
   25.79579580    0.03566326
   25.83583584    0.03498061
   25.87587588    0.03435278
   25.91591592    0.03377861
   25.95595596    0.03325658
   25.99599600    0.03278502
   26.03603604    0.03236199
   26.07607608    0.03198543
   26.11611612    0.03165313
   26.15615616    0.03136283
   26.19619620    0.03111219
   26.23623624    0.03089876
   26.27627628    0.03072007
   26.31631632    0.03057356
   26.35635636    0.03045661
   26.39639640    0.03036633
   26.43643644    0.03029975
   26.47647648    0.03025365
   26.51651652    0.03022447
   26.55655656    0.03020836
   26.59659660    0.03020115
   26.63663664    0.03019841
   26.67667668    0.03019540
   26.71671672    0.03018729
   26.75675676    0.03016926
   26.79679680    0.03013672
   26.83683684    0.03008531
   26.87687688    0.03001135
   26.91691692    0.02991182
   26.95695696    0.02978449
   26.99699700    0.02962805
   27.03703704    0.02944210
   27.07707708    0.02922713
   27.11711712    0.02898439
   27.15715716    0.02871575
   27.19719720    0.02842376
   27.23723724    0.02811134
   27.27727728    0.02778170
   27.31731732    0.02743835
   27.35735736    0.02708498
   27.39739740    0.02672529
   27.43743744    0.02636316
   27.47747748    0.02600241
   27.51751752    0.02564690
   27.55755756    0.02530035
   27.59759760    0.02496635
   27.63763764    0.02464840
   27.67767768    0.02434973
   27.71771772    0.02407328
   27.75775776    0.02382176
   27.79779780    0.02359756
   27.83783784    0.02340275
   27.87787788    0.02323908
   27.91791792    0.02310803
   27.95795796    0.02301075
   27.99799800    0.02294811
   28.03803804    0.02292063
   28.07807808    0.02292860
   28.11811812    0.02297198
   28.15815816    0.02305031
   28.19819820    0.02316278
   28.23823824    0.02330814
   28.27827828    0.02348462
   28.31831832    0.02368987
   28.35835836    0.02392088
   28.39839840    0.02417393
   28.43843844    0.02444451
   28.47847848    0.02472728
   28.51851852    0.02501614
   28.55855856    0.02530424
   28.59859860    0.02558404
   28.63863864    0.02584760
   28.67867868    0.02608681
   28.71871872    0.02629374
   28.75875876    0.02646095
   28.79879880    0.02658196
   28.83883884    0.02665157
   28.87887888    0.02666623
   28.91891892    0.02662422
   28.95895896    0.02652575
   28.99899900    0.02637298
   29.03903904    0.02616977
   29.07907908    0.02592152
   29.11911912    0.02563475
   29.15915916    0.02531673
   29.19919920    0.02497513
   29.23923924    0.02461762
   29.27927928    0.02425164
   29.31931932    0.02388406
   29.35935936    0.02352110
   29.39939940    0.02316810
   29.43943944    0.02282962
   29.47947948    0.02250929
   29.51951952    0.02220996
   29.55955956    0.02193359
   29.59959960    0.02168145
   29.63963964    0.02145409
   29.67967968    0.02125147
   29.71971972    0.02107305
   29.75975976    0.02091781
   29.79979980    0.02078438
   29.83983984    0.02067106
   29.87987988    0.02057597
   29.91991992    0.02049710
   29.95995996    0.02043242
   30.00000000    0.02037990
