# final state angular momentum:   1
# broadening parameter (in eV):   0.800000000000    
# absorbing atom type:   1
# Energy (eV)   sigma
   26.43643644    0.02728574
   26.47647648    0.02706561
   26.51651652    0.02679766
   26.55655656    0.02648343
   26.59659660    0.02612585
   26.63663664    0.02572917
   26.67667668    0.02529854
   26.71671672    0.02483972
   26.75675676    0.02435882
   26.79679680    0.02386193
   26.83683684    0.02335502
   26.87687688    0.02284368
   26.91691692    0.02233311
   26.95695696    0.02182802
   26.99699700    0.02133260
   27.03703704    0.02085058
   27.07707708    0.02038522
   27.11711712    0.01993934
   27.15715716    0.01951539
   27.19719720    0.01911541
   27.23723724    0.01874110
   27.27727728    0.01839384
   27.31731732    0.01807467
   27.35735736    0.01778441
   27.39739740    0.01752356
   27.43743744    0.01729238
   27.47747748    0.01709087
   27.51751752    0.01691881
   27.55755756    0.01677572
   27.59759760    0.01666088
   27.63763764    0.01657328
   27.67767768    0.01651161
   27.71771772    0.01647424
   27.75775776    0.01645916
   27.79779780    0.01646400
   27.83783784    0.01648592
   27.87787788    0.01652165
   27.91791792    0.01656744
   27.95795796    0.01661918
   27.99799800    0.01667237
   28.03803804    0.01672227
   28.07807808    0.01676401
   28.11811812    0.01679279
   28.15815816    0.01680412
   28.19819820    0.01679400
   28.23823824    0.01675923
   28.27827828    0.01669748
   28.31831832    0.01660750
   28.35835836    0.01648921
   28.39839840    0.01634364
   28.43843844    0.01617286
   28.47847848    0.01597981
   28.51851852    0.01576810
   28.55855856    0.01554176
   28.59859860    0.01530505
   28.63863864    0.01506218
   28.67867868    0.01481714
   28.71871872    0.01457358
   28.75875876    0.01433467
   28.79879880    0.01410308
   28.83883884    0.01388088
   28.87887888    0.01366963
   28.91891892    0.01347035
   28.95895896    0.01328358
   28.99899900    0.01310944
   29.03903904    0.01294768
   29.07907908    0.01279780
   29.11911912    0.01265905
   29.15915916    0.01253055
   29.19919920    0.01241137
   29.23923924    0.01230057
   29.27927928    0.01219724
   29.31931932    0.01210056
   29.35935936    0.01200979
   29.39939940    0.01192430
   29.43943944    0.01184355
   29.47947948    0.01176706
   29.51951952    0.01169443
   29.55955956    0.01162527
   29.59959960    0.01155925
   29.63963964    0.01149604
   29.67967968    0.01143535
   29.71971972    0.01137692
   29.75975976    0.01132051
   29.79979980    0.01126589
   29.83983984    0.01121288
   29.87987988    0.01116124
   29.91991992    0.01111075
   29.95995996    0.01106115
   30.00000000    0.01101210
