#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.423199999999984E+02  0.110130420876711E+01  0.397008824527299E-01  0.906835868226892E+00  0.326904990662835E-01
     0.423299999999984E+02  0.110122755233565E+01  0.397173111991403E-01  0.906897854726069E+00  0.327085389805153E-01
     0.423399999999984E+02  0.110115235912504E+01  0.397331361198729E-01  0.906958682952492E+00  0.327260006358119E-01
     0.423499999999984E+02  0.110107861183323E+01  0.397483043389889E-01  0.907018369848964E+00  0.327428412634271E-01
     0.423599999999984E+02  0.110100629115806E+01  0.397627635623585E-01  0.907076933988480E+00  0.327590186801894E-01
     0.423699999999983E+02  0.110093537581495E+01  0.397764621564332E-01  0.907134395554968E+00  0.327744913536651E-01
     0.423799999999983E+02  0.110086584255800E+01  0.397893492268624E-01  0.907190776321070E+00  0.327892184669410E-01
     0.423899999999983E+02  0.110079766620470E+01  0.398013746967646E-01  0.907246099622968E+00  0.328031599828601E-01
     0.423999999999983E+02  0.110073081966409E+01  0.398124893844696E-01  0.907300390332228E+00  0.328162767075517E-01
     0.424099999999983E+02  0.110066527396850E+01  0.398226450805373E-01  0.907353674824679E+00  0.328285303530875E-01
     0.424199999999983E+02  0.110060099830892E+01  0.398317946238574E-01  0.907405980946328E+00  0.328398835990963E-01
     0.424299999999983E+02  0.110053796007380E+01  0.398398919766297E-01  0.907457337976352E+00  0.328503001531663E-01
     0.424399999999983E+02  0.110047612489157E+01  0.398468922980245E-01  0.907507776587180E+00  0.328597448098678E-01
     0.424499999999983E+02  0.110041545667643E+01  0.398527520163189E-01  0.907557328801748E+00  0.328681835082255E-01
     0.424599999999983E+02  0.110035591767785E+01  0.398574288993068E-01  0.907606027947946E+00  0.328755833874730E-01
     0.424699999999983E+02  0.110029746853323E+01  0.398608821227800E-01  0.907653908610366E+00  0.328819128409235E-01
     0.424799999999983E+02  0.110024006832404E+01  0.398630723368825E-01  0.907701006579410E+00  0.328871415677977E-01
     0.424899999999983E+02  0.110018367463512E+01  0.398639617301380E-01  0.907747358797858E+00  0.328912406228468E-01
     0.424999999999983E+02  0.110012824361712E+01  0.398635140909597E-01  0.907793003305011E+00  0.328941824636206E-01
     0.425099999999983E+02  0.110007373005192E+01  0.398616948664552E-01  0.907837979178515E+00  0.328959409952326E-01
     0.425199999999983E+02  0.110002008742097E+01  0.398584712183447E-01  0.907882326473998E+00  0.328964916124839E-01
     0.425299999999983E+02  0.109996726797635E+01  0.398538120758181E-01  0.907926086162651E+00  0.328958112392098E-01
     0.425399999999983E+02  0.109991522281439E+01  0.398476881851676E-01  0.907969300066911E+00  0.328938783647298E-01
     0.425499999999983E+02  0.109986390195171E+01  0.398400721560362E-01  0.908012010794394E+00  0.328906730772809E-01
     0.425599999999983E+02  0.109981325440351E+01  0.398309385041402E-01  0.908054261670233E+00  0.328861770943337E-01
     0.425699999999983E+02  0.109976322826390E+01  0.398202636903282E-01  0.908096096668011E+00  0.328803737896944E-01
     0.425799999999983E+02  0.109971377078802E+01  0.398080261558540E-01  0.908137560339454E+00  0.328732482173080E-01
     0.425899999999983E+02  0.109966482847592E+01  0.397942063537557E-01  0.908178697743063E+00  0.328647871316947E-01
     0.425999999999983E+02  0.109961634715772E+01  0.397787867762411E-01  0.908219554371886E+00  0.328549790049549E-01
     0.426099999999983E+02  0.109956827208009E+01  0.397617519779972E-01  0.908260176080617E+00  0.328438140402975E-01
     0.426199999999983E+02  0.109952054799363E+01  0.397430885953604E-01  0.908300609012210E+00  0.328312841820590E-01
     0.426299999999983E+02  0.109947311924105E+01  0.397227853612839E-01  0.908340899524221E+00  0.328173831221839E-01
     0.426399999999983E+02  0.109942592984581E+01  0.397008331160770E-01  0.908381094115056E+00  0.328021063031676E-01
     0.426499999999983E+02  0.109937892360105E+01  0.396772248138818E-01  0.908421239350350E+00  0.327854509174569E-01
     0.426599999999983E+02  0.109933204415857E+01  0.396519555248887E-01  0.908461381789647E+00  0.327674159033301E-01
     0.426699999999983E+02  0.109928523511758E+01  0.396250224332943E-01  0.908501567913601E+00  0.327480019372853E-01
     0.426799999999983E+02  0.109923844011299E+01  0.395964248310295E-01  0.908541844051876E+00  0.327272114229805E-01
     0.426899999999983E+02  0.109919160290309E+01  0.395661641072938E-01  0.908582256311946E+00  0.327050484767789E-01
     0.426999999999983E+02  0.109914466745623E+01  0.395342437339554E-01  0.908622850508970E+00  0.326815189099694E-01
     0.427099999999983E+02  0.109909757803645E+01  0.395006692468816E-01  0.908663672096931E+00  0.326566302077388E-01
     0.427199999999983E+02  0.109905027928766E+01  0.394654482232884E-01  0.908704766101204E+00  0.326303915049878E-01
     0.427299999999983E+02  0.109900271631630E+01  0.394285902552046E-01  0.908746177052736E+00  0.326028135590918E-01
     0.427399999999983E+02  0.109895483477226E+01  0.393901069191620E-01  0.908787948923967E+00  0.325739087197151E-01
     0.427499999999983E+02  0.109890658092769E+01  0.393500117422388E-01  0.908830125066684E+00  0.325436908958029E-01
     0.427599999999983E+02  0.109885790175381E+01  0.393083201645874E-01  0.908872748151903E+00  0.325121755198769E-01
     0.427699999999983E+02  0.109880874499522E+01  0.392650494985982E-01  0.908915860111954E+00  0.324793795097728E-01
     0.427799999999983E+02  0.109875905924180E+01  0.392202188848540E-01  0.908959502084858E+00  0.324453212279644E-01
     0.427899999999983E+02  0.109870879399788E+01  0.391738492450432E-01  0.909003714361125E+00  0.324100204386237E-01
     0.427999999999983E+02  0.109865789974866E+01  0.391259632320071E-01  0.909048536333071E+00  0.323734982625750E-01
     0.428099999999983E+02  0.109860632802359E+01  0.390765851771011E-01  0.909094006446736E+00  0.323357771303000E-01
     0.428199999999983E+02  0.109855403145676E+01  0.390257410350645E-01  0.909140162156491E+00  0.322968807331642E-01
     0.428299999999983E+02  0.109850096384414E+01  0.389734583265859E-01  0.909187039882388E+00  0.322568339730249E-01
     0.428399999999983E+02  0.109844708019747E+01  0.389197660787700E-01  0.909234674970329E+00  0.322156629103971E-01
     0.428499999999983E+02  0.109839233679491E+01  0.388646947637022E-01  0.909283101655068E+00  0.321733947113428E-01
     0.428599999999983E+02  0.109833669122821E+01  0.388082762353201E-01  0.909332353026113E+00  0.321300575932582E-01
     0.428699999999982E+02  0.109828010244652E+01  0.387505436647923E-01  0.909382460996516E+00  0.320856807697268E-01
     0.428799999999982E+02  0.109822253079660E+01  0.386915314746169E-01  0.909433456274585E+00  0.320402943946109E-01
     0.428899999999982E+02  0.109816393805965E+01  0.386312752716378E-01  0.909485368338512E+00  0.319939295055449E-01
     0.428999999999982E+02  0.109810428748449E+01  0.385698117791883E-01  0.909538225413893E+00  0.319466179669991E-01
     0.429099999999982E+02  0.109804354381734E+01  0.385071787685607E-01  0.909592054454143E+00  0.318983924130742E-01
     0.429199999999982E+02  0.109798167332800E+01  0.384434149899979E-01  0.909646881123751E+00  0.318492861901812E-01
     0.429299999999982E+02  0.109791864383266E+01  0.383785601034051E-01  0.909702729784358E+00  0.317993332997651E-01
     0.429399999999982E+02  0.109785442471314E+01  0.383126546089649E-01  0.909759623483588E+00  0.317485683412135E-01
     0.429499999999982E+02  0.109778898693290E+01  0.382457397778445E-01  0.909817583946594E+00  0.316970264550993E-01
     0.429599999999982E+02  0.109772230304959E+01  0.381778575831657E-01  0.909876631570252E+00  0.316447432668864E-01
     0.429699999999982E+02  0.109765434722444E+01  0.381090506314135E-01  0.909936785419914E+00  0.315917548312344E-01
     0.429799999999982E+02  0.109758509522840E+01  0.380393620944422E-01  0.909998063228673E+00  0.315380975770206E-01
     0.429899999999982E+02  0.109751452444522E+01  0.379688356422342E-01  0.910060481399030E+00  0.314838082531974E-01
     0.429999999999982E+02  0.109744261387156E+01  0.378975153765609E-01  0.910124055006897E+00  0.314289238755936E-01
     0.430099999999982E+02  0.109736934411417E+01  0.378254457656785E-01  0.910188797807817E+00  0.313734816747584E-01
     0.430199999999982E+02  0.109729469738426E+01  0.377526715801946E-01  0.910254722245336E+00  0.313175190449456E-01
     0.430299999999982E+02  0.109721865748925E+01  0.376792378302196E-01  0.910321839461398E+00  0.312610734943186E-01
     0.430399999999982E+02  0.109714120982193E+01  0.376051897039182E-01  0.910390159308682E+00  0.312041825964589E-01
     0.430499999999982E+02  0.109706234134717E+01  0.375305725075609E-01  0.910459690364758E+00  0.311468839432459E-01
     0.430599999999982E+02  0.109698204058638E+01  0.374554316071678E-01  0.910530439947968E+00  0.310892150991693E-01
     0.430699999999982E+02  0.109690029759967E+01  0.373798123718303E-01  0.910602414134917E+00  0.310312135571339E-01
     0.430799999999982E+02  0.109681710396608E+01  0.373037601187810E-01  0.910675617779472E+00  0.309729166957983E-01
     0.430899999999982E+02  0.109673245276182E+01  0.372273200602784E-01  0.910750054533152E+00  0.309143617384913E-01
     0.430999999999982E+02  0.109664633853669E+01  0.371505372523649E-01  0.910825726866801E+00  0.308555857137395E-01
     0.431099999999982E+02  0.109655875728892E+01  0.370734565455394E-01  0.910902636093450E+00  0.307966254174284E-01
     0.431199999999982E+02  0.109646970643840E+01  0.369961225373887E-01  0.910980782392238E+00  0.307375173766216E-01
     0.431299999999982E+02  0.109637918479852E+01  0.369185795272036E-01  0.911060164833317E+00  0.306782978150458E-01
     0.431399999999982E+02  0.109628719254679E+01  0.368408714726057E-01  0.911140781403603E+00  0.306190026202525E-01
     0.431499999999982E+02  0.109619373119427E+01  0.367630419481946E-01  0.911222629033301E+00  0.305596673124547E-01
     0.431599999999982E+02  0.109609880355395E+01  0.366851341062282E-01  0.911305703623102E+00  0.305003270150352E-01
     0.431699999999982E+02  0.109600241370826E+01  0.366071906393316E-01  0.911390000071933E+00  0.304410164267161E-01
     0.431799999999982E+02  0.109590456697584E+01  0.365292537452302E-01  0.911475512305200E+00  0.303817697953751E-01
     0.431899999999982E+02  0.109580526987754E+01  0.364513650934927E-01  0.911562233303413E+00  0.303226208934874E-01
     0.431999999999982E+02  0.109570453010192E+01  0.363735657942683E-01  0.911650155131120E+00  0.302636029951727E-01
     0.432099999999982E+02  0.109560235647030E+01  0.362958963689887E-01  0.911739268966053E+00  0.302047488548155E-01
     0.432199999999982E+02  0.109549875890145E+01  0.362183967230112E-01  0.911829565128432E+00  0.301460906872313E-01
     0.432299999999982E+02  0.109539374837600E+01  0.361411061201642E-01  0.911921033110327E+00  0.300876601493412E-01
     0.432399999999982E+02  0.109528733690076E+01  0.360640631591601E-01  0.912013661605020E+00  0.300294883233189E-01
     0.432499999999982E+02  0.109517953747287E+01  0.359873057518295E-01  0.912107438536311E+00  0.299716057011679E-01
     0.432599999999982E+02  0.109507036404407E+01  0.359108711031369E-01  0.912202351087674E+00  0.299140421706907E-01
     0.432699999999982E+02  0.109495983148499E+01  0.358347956929212E-01  0.912298385731248E+00  0.298568270027988E-01
     0.432799999999982E+02  0.109484795554965E+01  0.357591152593164E-01  0.912395528256566E+00  0.297999888401235E-01
     0.432899999999982E+02  0.109473475284015E+01  0.356838647837934E-01  0.912493763799004E+00  0.297435556868750E-01
     0.432999999999982E+02  0.109462024077175E+01  0.356090784777689E-01  0.912593076867881E+00  0.296875548999034E-01
     0.433099999999982E+02  0.109450443753823E+01  0.355347897707240E-01  0.912693451374188E+00  0.296320131809108E-01
     0.433199999999982E+02  0.109438736207769E+01  0.354610312997704E-01  0.912794870657882E+00  0.295769565697627E-01
     0.433299999999982E+02  0.109426903403886E+01  0.353878349006073E-01  0.912897317514737E+00  0.295224104388495E-01
     0.433399999999982E+02  0.109414947374789E+01  0.353152315998041E-01  0.913000774222704E+00  0.294683994884454E-01
     0.433499999999982E+02  0.109402870217570E+01  0.352432516083502E-01  0.913105222567748E+00  0.294149477430123E-01
     0.433599999999982E+02  0.109390674090594E+01  0.351719243164074E-01  0.913210643869159E+00  0.293620785483994E-01
     0.433699999999982E+02  0.109378361210357E+01  0.351012782892038E-01  0.913317019004289E+00  0.293098145698858E-01
     0.433799999999981E+02  0.109365933848413E+01  0.350313412640084E-01  0.913424328432723E+00  0.292581777910168E-01
     0.433899999999981E+02  0.109353394328361E+01  0.349621401481209E-01  0.913532552219843E+00  0.292071895131811E-01
     0.433999999999981E+02  0.109340745022915E+01  0.348937010178209E-01  0.913641670059802E+00  0.291568703558844E-01
     0.434099999999981E+02  0.109327988351031E+01  0.348260491182125E-01  0.913751661297869E+00  0.291072402576661E-01
     0.434199999999981E+02  0.109315126775126E+01  0.347592088639066E-01  0.913862504952164E+00  0.290583184776153E-01
     0.434299999999981E+02  0.109302162798353E+01  0.346932038404819E-01  0.913974179734760E+00  0.290101235974383E-01
     0.434399999999981E+02  0.109289098961963E+01  0.346280568066695E-01  0.914086664072170E+00  0.289626735240326E-01
     0.434499999999981E+02  0.109275937842741E+01  0.345637896972029E-01  0.914199936125195E+00  0.289159854925248E-01
     0.434599999999981E+02  0.109262682050518E+01  0.345004236262813E-01  0.914313973808162E+00  0.288700760697285E-01
     0.434699999999981E+02  0.109249334225755E+01  0.344379788915938E-01  0.914428754807534E+00  0.288249611579825E-01
     0.434799999999981E+02  0.109235897037205E+01  0.343764749788515E-01  0.914544256599925E+00  0.287806559993295E-01
     0.434899999999981E+02  0.109222373179654E+01  0.343159305667810E-01  0.914660456469492E+00  0.287371751799970E-01
     0.434999999999981E+02  0.109208765371731E+01  0.342563635325304E-01  0.914777331524756E+00  0.286945326351448E-01
     0.435099999999981E+02  0.109195076353791E+01  0.341977909574427E-01  0.914894858714831E+00  0.286527416538435E-01
     0.435199999999981E+02  0.109181308885871E+01  0.341402291331529E-01  0.915013014845089E+00  0.286118148842517E-01
     0.435299999999981E+02  0.109167465745720E+01  0.340836935679678E-01  0.915131776592280E+00  0.285717643389593E-01
     0.435399999999981E+02  0.109153549726891E+01  0.340281989934876E-01  0.915251120519101E+00  0.285326014004689E-01
     0.435499999999981E+02  0.109139563636905E+01  0.339737593714328E-01  0.915371023088260E+00  0.284943368267848E-01
     0.435599999999981E+02  0.109125510295477E+01  0.339203879006396E-01  0.915491460676033E+00  0.284569807570844E-01
     0.435699999999981E+02  0.109111392532810E+01  0.338680970241916E-01  0.915612409585329E+00  0.284205427174482E-01
     0.435799999999981E+02  0.109097213187941E+01  0.338168984366536E-01  0.915733846058304E+00  0.283850316266216E-01
     0.435899999999981E+02  0.109082975107159E+01  0.337668030913810E-01  0.915855746288521E+00  0.283504558017915E-01
     0.435999999999981E+02  0.109068681142464E+01  0.337178212078732E-01  0.915978086432689E+00  0.283168229643539E-01
     0.436099999999981E+02  0.109054334150095E+01  0.336699622791499E-01  0.916100842621999E+00  0.282841402456568E-01
     0.436199999999981E+02  0.109039936989099E+01  0.336232350791213E-01  0.916223990973076E+00  0.282524141926993E-01
     0.436299999999981E+02  0.109025492519952E+01  0.335776476699353E-01  0.916347507598577E+00  0.282216507737744E-01
     0.436399999999981E+02  0.109011003603233E+01  0.335332074092775E-01  0.916471368617438E+00  0.281918553840390E-01
     0.436499999999981E+02  0.108996473098331E+01  0.334899209576097E-01  0.916595550164819E+00  0.281630328510021E-01
     0.436599999999981E+02  0.108981903862201E+01  0.334477942853270E-01  0.916720028401748E+00  0.281351874399175E-01
     0.436699999999981E+02  0.108967298748157E+01  0.334068326798231E-01  0.916844779524491E+00  0.281083228590742E-01
     0.436799999999981E+02  0.108952660604704E+01  0.333670407524468E-01  0.916969779773680E+00  0.280824422649755E-01
     0.436899999999981E+02  0.108937992274393E+01  0.333284224453441E-01  0.917095005443206E+00  0.280575482674019E-01
     0.436999999999981E+02  0.108923296592723E+01  0.332909810381717E-01  0.917220432888911E+00  0.280336429343514E-01
     0.437099999999981E+02  0.108908576387055E+01  0.332547191546782E-01  0.917346038537097E+00  0.280107277968549E-01
     0.437199999999981E+02  0.108893834475566E+01  0.332196387691464E-01  0.917471798892871E+00  0.279888038536644E-01
     0.437299999999981E+02  0.108879073666213E+01  0.331857412126914E-01  0.917597690548354E+00  0.279678715758126E-01
     0.437399999999981E+02  0.108864296755729E+01  0.331530271794139E-01  0.917723690190760E+00  0.279479309110451E-01
     0.437499999999981E+02  0.108849506528627E+01  0.331214967324070E-01  0.917849774610394E+00  0.279289812881270E-01
     0.437599999999981E+02  0.108834705756226E+01  0.330911493096170E-01  0.917975920708552E+00  0.279110216210257E-01
     0.437699999999981E+02  0.108819897195688E+01  0.330619837295608E-01  0.918102105505377E+00  0.278940503129762E-01
     0.437799999999981E+02  0.108805083589068E+01  0.330339981969031E-01  0.918228306147668E+00  0.278780652604316E-01
     0.437899999999981E+02  0.108790267662365E+01  0.330071903078995E-01  0.918354499916669E+00  0.278630638569076E-01
     0.437999999999981E+02  0.108775452124587E+01  0.329815570557095E-01  0.918480664235855E+00  0.278490429967274E-01
     0.438099999999981E+02  0.108760639666817E+01  0.329570948355904E-01  0.918606776678730E+00  0.278359990786755E-01
     0.438199999999981E+02  0.108745832961283E+01  0.329337994499784E-01  0.918732814976666E+00  0.278239280095708E-01
     0.438299999999981E+02  0.108731034660421E+01  0.329116661134681E-01  0.918858757026769E+00  0.278128252077687E-01
     0.438399999999981E+02  0.108716247395943E+01  0.328906894577033E-01  0.918984580899826E+00  0.278026856066058E-01
     0.438499999999981E+02  0.108701473777899E+01  0.328708635361887E-01  0.919110264848319E+00  0.277935036577968E-01
     0.438599999999981E+02  0.108686716393733E+01  0.328521818290394E-01  0.919235787314524E+00  0.277852733347994E-01
     0.438699999999981E+02  0.108671977807331E+01  0.328346372476809E-01  0.919361126938723E+00  0.277779881361611E-01
     0.438799999999980E+02  0.108657260558062E+01  0.328182221395172E-01  0.919486262567515E+00  0.277716410888626E-01
     0.438899999999980E+02  0.108642567159803E+01  0.328029282925820E-01  0.919611173262268E+00  0.277662247516740E-01
     0.438999999999980E+02  0.108627900099966E+01  0.327887469401926E-01  0.919735838307683E+00  0.277617312185398E-01
     0.439099999999980E+02  0.108613261838492E+01  0.327756687656245E-01  0.919860237220522E+00  0.277581521220126E-01
     0.439199999999980E+02  0.108598654806853E+01  0.327636839068258E-01  0.919984349758463E+00  0.277554786367491E-01
     0.439299999999980E+02  0.108584081407019E+01  0.327527819611918E-01  0.920108155929128E+00  0.277537014830913E-01
     0.439399999999980E+02  0.108569544010428E+01  0.327429519904238E-01  0.920231635999259E+00  0.277528109307513E-01
     0.439499999999980E+02  0.108555044956923E+01  0.327341825254865E-01  0.920354770504064E+00  0.277527968026151E-01
     0.439599999999980E+02  0.108540586553686E+01  0.327264615716967E-01  0.920477540256724E+00  0.277536484786930E-01
     0.439699999999980E+02  0.108526171074146E+01  0.327197766139561E-01  0.920599926358073E+00  0.277553549002305E-01
     0.439799999999980E+02  0.108511800756874E+01  0.327141146221583E-01  0.920721910206439E+00  0.277579045740036E-01
     0.439899999999980E+02  0.108497477804459E+01  0.327094620567910E-01  0.920843473507657E+00  0.277612855768197E-01
     0.439999999999980E+02  0.108483204382366E+01  0.327058048747583E-01  0.920964598285238E+00  0.277654855602451E-01
     0.440099999999980E+02  0.108468982617782E+01  0.327031285354454E-01  0.921085266890699E+00  0.277704917555789E-01
     0.440199999999980E+02  0.108454814598437E+01  0.327014180070546E-01  0.921205462014047E+00  0.277762909790981E-01
     0.440299999999980E+02  0.108440702371415E+01  0.327006577732317E-01  0.921325166694407E+00  0.277828696375921E-01
     0.440399999999980E+02  0.108426647941950E+01  0.327008318400117E-01  0.921444364330787E+00  0.277902137342103E-01
     0.440499999999980E+02  0.108412653272204E+01  0.327019237431062E-01  0.921563038692967E+00  0.277983088746427E-01
     0.440599999999980E+02  0.108398720280035E+01  0.327039165555574E-01  0.921681173932504E+00  0.278071402736555E-01
     0.440699999999980E+02  0.108384850837752E+01  0.327067928957819E-01  0.921798754593839E+00  0.278166927620009E-01
     0.440799999999980E+02  0.108371046770856E+01  0.327105349360290E-01  0.921915765625490E+00  0.278269507937228E-01
     0.440899999999980E+02  0.108357309856782E+01  0.327151244112766E-01  0.922032192391313E+00  0.278378984538771E-01
     0.440999999999980E+02  0.108343641823620E+01  0.327205426285861E-01  0.922148020681816E+00  0.278495194666861E-01
     0.441099999999980E+02  0.108330044348844E+01  0.327267704769388E-01  0.922263236725507E+00  0.278617972041442E-01
     0.441199999999980E+02  0.108316519058031E+01  0.327337884375759E-01  0.922377827200254E+00  0.278747146950949E-01
     0.441299999999980E+02  0.108303067523579E+01  0.327415765948600E-01  0.922491779244629E+00  0.278882546347922E-01
     0.441399999999980E+02  0.108289691263433E+01  0.327501146476785E-01  0.922605080469224E+00  0.279023993949651E-01
     0.441499999999980E+02  0.108276391739807E+01  0.327593819214069E-01  0.922717718967900E+00  0.279171310343970E-01
     0.441599999999980E+02  0.108263170357921E+01  0.327693573804489E-01  0.922829683328959E+00  0.279324313100356E-01
     0.441699999999980E+02  0.108250028464746E+01  0.327800196413664E-01  0.922940962646190E+00  0.279482816886431E-01
     0.441799999999980E+02  0.108236967347760E+01  0.327913469866155E-01  0.923051546529776E+00  0.279646633589981E-01
     0.441899999999980E+02  0.108223988233726E+01  0.328033173789000E-01  0.923161425117030E+00  0.279815572446577E-01
     0.441999999999980E+02  0.108211092287483E+01  0.328159084761515E-01  0.923270589082918E+00  0.279989440172875E-01
     0.442099999999980E+02  0.108198280610771E+01  0.328290976471464E-01  0.923379029650344E+00  0.280168041105643E-01
     0.442199999999980E+02  0.108185554241077E+01  0.328428619877638E-01  0.923486738600165E+00  0.280351177346554E-01
     0.442299999999980E+02  0.108172914150510E+01  0.328571783378921E-01  0.923593708280895E+00  0.280538648912765E-01
     0.442399999999980E+02  0.108160361244719E+01  0.328720232989827E-01  0.923699931618070E+00  0.280730253893270E-01
     0.442499999999980E+02  0.108147896361848E+01  0.328873732522531E-01  0.923805402123223E+00  0.280925788611013E-01
     0.442599999999980E+02  0.108135520271528E+01  0.329032043775375E-01  0.923910113902459E+00  0.281125047790710E-01
     0.442699999999980E+02  0.108123233673926E+01  0.329194926727755E-01  0.924014061664561E+00  0.281327824732302E-01
     0.442799999999980E+02  0.108111037198842E+01  0.329362139741384E-01  0.924117240728612E+00  0.281533911489974E-01
     0.442899999999980E+02  0.108098931404859E+01  0.329533439767754E-01  0.924219647031091E+00  0.281743099056578E-01
     0.442999999999980E+02  0.108086916778561E+01  0.329708582561717E-01  0.924321277132400E+00  0.281955177553374E-01
     0.443099999999980E+02  0.108074993733807E+01  0.329887322901016E-01  0.924422128222780E+00  0.282169936424876E-01
     0.443199999999980E+02  0.108063162611082E+01  0.330069414811566E-01  0.924522198127601E+00  0.282387164638644E-01
     0.443299999999980E+02  0.108051423676913E+01  0.330254611798284E-01  0.924621485311959E+00  0.282606650889784E-01
     0.443399999999980E+02  0.108039777123372E+01  0.330442667081230E-01  0.924719988884570E+00  0.282828183809942E-01
     0.443499999999980E+02  0.108028223067653E+01  0.330633333836756E-01  0.924817708600908E+00  0.283051552180483E-01
     0.443599999999980E+02  0.108016761551737E+01  0.330826365443407E-01  0.924914644865559E+00  0.283276545149609E-01
     0.443699999999980E+02  0.108005392542146E+01  0.331021515732203E-01  0.925010798733763E+00  0.283502952453064E-01
     0.443799999999979E+02  0.107994115929793E+01  0.331218539240962E-01  0.925106171912105E+00  0.283730564638101E-01
     0.443899999999979E+02  0.107982931529922E+01  0.331417191472271E-01  0.925200766758321E+00  0.283959173290333E-01
     0.443999999999979E+02  0.107971839082161E+01  0.331617229154689E-01  0.925294586280202E+00  0.284188571263090E-01
     0.444099999999979E+02  0.107960838250660E+01  0.331818410506746E-01  0.925387634133566E+00  0.284418552908855E-01
     0.444199999999979E+02  0.107949928624358E+01  0.332020495503254E-01  0.925479914619257E+00  0.284648914312353E-01
     0.444299999999979E+02  0.107939109717337E+01  0.332223246143449E-01  0.925571432679178E+00  0.284879453524833E-01
     0.444399999999979E+02  0.107928380969306E+01  0.332426426720439E-01  0.925662193891313E+00  0.285109970799065E-01
     0.444499999999979E+02  0.107917741746189E+01  0.332629804091419E-01  0.925752204463725E+00  0.285340268824557E-01
     0.444599999999979E+02  0.107907191340835E+01  0.332833147948087E-01  0.925841471227529E+00  0.285570152962487E-01
     0.444699999999979E+02  0.107896728973842E+01  0.333036231086689E-01  0.925930001628815E+00  0.285799431479811E-01
     0.444799999999979E+02  0.107886353794501E+01  0.333238829677072E-01  0.926017803719508E+00  0.286027915782013E-01
     0.444899999999979E+02  0.107876064881866E+01  0.333440723530154E-01  0.926104886147174E+00  0.286255420643948E-01
     0.444999999999979E+02  0.107865861245938E+01  0.333641696363167E-01  0.926191258143763E+00  0.286481764438198E-01
     0.445099999999979E+02  0.107855741828972E+01  0.333841536062028E-01  0.926276929513277E+00  0.286706769360391E-01
     0.445199999999979E+02  0.107845705506913E+01  0.334040034940204E-01  0.926361910618391E+00  0.286930261650896E-01
     0.445299999999979E+02  0.107835751090942E+01  0.334236989993391E-01  0.926446212366014E+00  0.287152071812301E-01
     0.445399999999979E+02  0.107825877329147E+01  0.334432203149372E-01  0.926529846191808E+00  0.287372034822124E-01
     0.445499999999979E+02  0.107816082908317E+01  0.334625481512356E-01  0.926612824043688E+00  0.287589990340136E-01
     0.445599999999979E+02  0.107806366455850E+01  0.334816637601172E-01  0.926695158364304E+00  0.287805782909759E-01
     0.445699999999979E+02  0.107796726541770E+01  0.335005489580639E-01  0.926776862072542E+00  0.288019262152932E-01
     0.445799999999979E+02  0.107787161680870E+01  0.335191861485444E-01  0.926857948544063E+00  0.288230282957902E-01
     0.445899999999979E+02  0.107777670334954E+01  0.335375583435929E-01  0.926938431590910E+00  0.288438705659392E-01
     0.445999999999979E+02  0.107768250915186E+01  0.335556491845111E-01  0.927018325440213E+00  0.288644396210584E-01
     0.446099999999979E+02  0.107758901784555E+01  0.335734429616339E-01  0.927097644712033E+00  0.288847226346416E-01
     0.446199999999979E+02  0.107749621260418E+01  0.335909246330992E-01  0.927176404396384E+00  0.289047073737677E-01
     0.446299999999979E+02  0.107740407617156E+01  0.336080798425632E-01  0.927254619829462E+00  0.289243822135419E-01
     0.446399999999979E+02  0.107731259088908E+01  0.336248949358055E-01  0.927332306669154E+00  0.289437361505218E-01
     0.446499999999979E+02  0.107722173872394E+01  0.336413569761722E-01  0.927409480869847E+00  0.289627588150859E-01
     0.446599999999979E+02  0.107713150129820E+01  0.336574537588049E-01  0.927486158656608E+00  0.289814404827013E-01
     0.446699999999979E+02  0.107704185991843E+01  0.336731738236116E-01  0.927562356498777E+00  0.289997720840558E-01
     0.446799999999979E+02  0.107695279560622E+01  0.336885064669312E-01  0.927638091083042E+00  0.290177452140152E-01
     0.446899999999979E+02  0.107686428912911E+01  0.337034417518569E-01  0.927713379286037E+00  0.290353521393785E-01
     0.446999999999979E+02  0.107677632103217E+01  0.337179705171757E-01  0.927788238146551E+00  0.290525858053978E-01
     0.447099999999979E+02  0.107668887167001E+01  0.337320843848975E-01  0.927862684837377E+00  0.290694398410432E-01
     0.447199999999979E+02  0.107660192123916E+01  0.337457757663407E-01  0.927936736636895E+00  0.290859085629873E-01
     0.447299999999979E+02  0.107651544981081E+01  0.337590378667504E-01  0.928010410900437E+00  0.291019869782939E-01
     0.447399999999979E+02  0.107642943736381E+01  0.337718646884321E-01  0.928083725031512E+00  0.291176707857971E-01
     0.447499999999979E+02  0.107634386381774E+01  0.337842510323808E-01  0.928156696452947E+00  0.291329563761618E-01
     0.447599999999979E+02  0.107625870906619E+01  0.337961924983983E-01  0.928229342578021E+00  0.291478408306188E-01
     0.447699999999979E+02  0.107617395300998E+01  0.338076854836879E-01  0.928301680781659E+00  0.291623219183730E-01
     0.447799999999979E+02  0.107608957559037E+01  0.338187271799288E-01  0.928373728371753E+00  0.291763980926892E-01
     0.447899999999979E+02  0.107600555682204E+01  0.338293155688286E-01  0.928445502560681E+00  0.291900684856589E-01
     0.447999999999979E+02  0.107592187682594E+01  0.338394494161639E-01  0.928517020437079E+00  0.292033329016610E-01
